sample_id,mfcc_variance,spectral_centroid_shift,spectral_rolloff_anomaly,zero_crossing_rate_std,pitch_jitter_score,harmonic_to_noise_ratio,frequency_consistency,noise_pattern,ai_artifact_detected,is_synthetic,synthetic_confidence,trust_score,risk_level,verdict
AUD-20662,82.871,0.0772,0.2134,0.1033,0.2317,19.08,Natural,Organic,No,0,0.055,89,LOW,Authentic Voice Content
AUD-20663,55.939,0.7543,0.9484,0.0329,0.1024,26.36,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.8398,18,HIGH,Synthetic Voice / Deepfake Audio
AUD-20664,103.257,0.2434,0.1141,0.0689,0.4653,18.83,Natural,Organic,No,0,0.0539,95,LOW,Authentic Voice Content
AUD-20665,18.888,0.666,0.8449,0.0334,0.0863,30.62,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.905,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20666,76.526,0.308,0.1698,0.096,0.3984,15.65,Natural,Organic,No,0,0.0376,94,LOW,Authentic Voice Content
AUD-20667,46.842,0.8445,1.0,0.0212,0.103,31.93,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.9658,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20668,40.469,0.7975,0.8456,0.0357,0.1416,25.38,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.7934,20,HIGH,Synthetic Voice / Deepfake Audio
AUD-20669,86.83,0.2155,0.1815,0.0966,0.3867,17.46,Natural,Organic,No,0,0.047,99,LOW,Authentic Voice Content
AUD-20670,21.97,0.8586,0.7637,0.0292,0.1934,22.4,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.928,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20671,104.76,0.2749,0.1945,0.0404,0.4456,10.33,Natural,Organic,No,0,0.01,99,LOW,Authentic Voice Content
AUD-20672,84.985,0.1183,0.156,0.0758,0.3044,17.9,Natural,Organic,No,0,0.1278,85,LOW,Authentic Voice Content
AUD-20673,48.914,0.5915,0.7331,0.032,0.0948,30.19,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.8837,8,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20674,34.623,0.5996,0.5595,0.0227,0.1051,28.21,Anomalous Harmonic,Synthetic Floor,Yes (Neural Vocoder),1,0.9081,10,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20675,30.087,0.523,0.637,0.0322,0.0636,24.96,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.9213,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20676,29.563,0.7926,0.6368,0.0279,0.066,27.07,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.8102,19,HIGH,Synthetic Voice / Deepfake Audio
AUD-20677,81.967,0.1823,0.2521,0.0737,0.4428,12.37,Natural,Organic,No,0,0.115,82,LOW,Authentic Voice Content
AUD-20678,124.706,0.141,0.2445,0.0727,0.5171,11.75,Natural,Organic,No,0,0.0805,98,LOW,Authentic Voice Content
AUD-20679,26.206,0.6239,0.6063,0.0119,0.1272,21.95,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.99,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20680,85.85,0.096,0.283,0.0756,0.5122,19.15,Natural,Organic,No,0,0.0654,94,LOW,Authentic Voice Content
AUD-20681,28.13,0.7924,0.8119,0.0343,0.0776,26.74,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.8715,8,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20682,37.288,0.2331,0.2172,0.0526,0.5809,11.67,Natural,Organic,No,0,0.0849,89,LOW,Authentic Voice Content
AUD-20683,83.228,0.3563,0.2059,0.0441,0.6697,17.99,Natural,Organic,No,0,0.0219,99,LOW,Authentic Voice Content
AUD-20684,72.399,0.2235,0.2387,0.0755,0.4106,16.61,Natural,Organic,No,0,0.0703,93,LOW,Authentic Voice Content
AUD-20685,92.287,0.13,0.1565,0.0961,0.4068,15.71,Natural,Organic,No,0,0.0375,99,LOW,Authentic Voice Content
AUD-20686,22.013,0.5281,0.752,0.0344,0.1317,33.13,Synthetic Phase,Digital Void,Yes (Neural Vocoder),1,0.9384,8,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20687,92.213,0.2486,0.126,0.0826,0.4132,12.0,Natural,Organic,No,0,0.02,95,LOW,Authentic Voice Content
AUD-20688,91.002,0.1573,0.096,0.1123,0.3997,17.44,Natural,Organic,No,0,0.0354,98,LOW,Authentic Voice Content
AUD-20689,62.368,0.1994,0.2225,0.0965,0.6251,20.33,Natural,Organic,No,0,0.0667,89,LOW,Authentic Voice Content
AUD-20690,49.269,0.6149,0.6076,0.0204,0.1614,33.6,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.8584,17,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20691,45.327,1.0,0.854,0.0271,0.1038,35.0,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.8123,23,HIGH,Synthetic Voice / Deepfake Audio
AUD-20692,104.955,0.3723,0.2166,0.0955,0.4307,17.08,Natural,Organic,No,0,0.0388,93,LOW,Authentic Voice Content
AUD-20693,78.498,0.1695,0.2977,0.0713,0.3098,17.69,Natural,Organic,No,0,0.0372,95,LOW,Authentic Voice Content
AUD-20694,37.32,0.9222,0.9327,0.0185,0.0343,29.8,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.8395,18,HIGH,Synthetic Voice / Deepfake Audio
AUD-20695,100.031,0.2647,0.1498,0.0903,0.4367,15.5,Natural,Organic,No,0,0.0831,85,LOW,Authentic Voice Content
AUD-20696,98.82,0.1422,0.3122,0.0942,0.5007,19.68,Natural,Organic,No,0,0.01,98,LOW,Authentic Voice Content
AUD-20697,76.451,0.1705,0.1599,0.0996,0.437,15.5,Natural,Organic,No,0,0.0921,89,LOW,Authentic Voice Content
AUD-20698,65.589,0.2314,0.1282,0.0684,0.5033,22.68,Natural,Organic,No,0,0.01,93,LOW,Authentic Voice Content
AUD-20699,112.482,0.2942,0.1581,0.0935,0.4262,18.62,Natural,Organic,No,0,0.01,99,LOW,Authentic Voice Content
AUD-20700,44.161,0.9669,0.6679,0.0146,0.1481,22.24,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.852,6,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20701,15.038,0.5292,0.8795,0.0411,0.0663,22.5,Anomalous Harmonic,Synthetic Floor,Yes (Neural Vocoder),1,0.9761,10,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20702,28.666,0.5602,0.5353,0.0352,0.0897,30.97,Synthetic Phase,Digital Void,Yes (Neural Vocoder),1,0.7532,13,HIGH,Synthetic Voice / Deepfake Audio
AUD-20703,48.296,0.9705,0.7428,0.028,0.2209,29.88,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.8201,22,HIGH,Synthetic Voice / Deepfake Audio
AUD-20704,71.041,0.3848,0.2023,0.0744,0.3983,19.75,Natural,Organic,No,0,0.0632,93,LOW,Authentic Voice Content
AUD-20705,88.596,0.236,0.1536,0.1043,0.4356,14.98,Natural,Organic,No,0,0.0116,98,LOW,Authentic Voice Content
AUD-20706,21.312,0.5766,0.5594,0.0191,0.1689,28.17,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.9194,7,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20707,45.558,0.7919,0.9371,0.0195,0.0344,27.12,Anomalous Harmonic,Synthetic Floor,Yes (Neural Vocoder),1,0.8306,14,HIGH,Synthetic Voice / Deepfake Audio
AUD-20708,70.954,0.2891,0.3121,0.0534,0.6267,14.92,Natural,Organic,No,0,0.0487,97,LOW,Authentic Voice Content
AUD-20709,85.438,0.2174,0.1138,0.1392,0.453,7.27,Natural,Organic,No,0,0.01,95,LOW,Authentic Voice Content
AUD-20710,45.415,0.5995,0.5093,0.0207,0.1342,26.9,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.8317,20,HIGH,Synthetic Voice / Deepfake Audio
AUD-20711,109.019,0.0642,0.3616,0.0629,0.4807,10.1,Natural,Organic,No,0,0.1006,89,LOW,Authentic Voice Content
AUD-20712,67.034,0.2185,0.1809,0.0719,0.3557,14.55,Natural,Organic,No,0,0.0735,94,LOW,Authentic Voice Content
AUD-20713,36.794,0.6282,0.7007,0.0357,0.1187,31.02,Synthetic Phase,Digital Void,Yes (Neural Vocoder),1,0.7573,25,HIGH,Synthetic Voice / Deepfake Audio
AUD-20714,37.281,0.7886,0.6474,0.0296,0.0715,32.6,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.8795,10,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20715,46.35,0.6219,0.6729,0.0405,0.0687,29.77,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.99,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20716,62.84,0.2789,0.2846,0.0639,0.5538,16.25,Natural,Organic,No,0,0.1112,82,LOW,Authentic Voice Content
AUD-20717,27.335,0.6246,0.5528,0.0342,0.1513,29.81,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.8653,16,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20718,89.833,0.2195,0.0,0.0808,0.6333,19.51,Natural,Organic,No,0,0.01,97,LOW,Authentic Voice Content
AUD-20719,96.483,0.2876,0.0973,0.1067,0.4819,19.64,Natural,Organic,No,0,0.1296,91,LOW,Authentic Voice Content
AUD-20720,59.403,0.965,0.7321,0.0236,0.083,25.5,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.7661,22,HIGH,Synthetic Voice / Deepfake Audio
AUD-20721,31.663,0.1145,0.1313,0.0794,0.5489,14.87,Natural,Organic,No,0,0.0733,89,LOW,Authentic Voice Content
AUD-20722,115.689,0.2576,0.2668,0.0875,0.4619,16.89,Natural,Organic,No,0,0.1091,82,LOW,Authentic Voice Content
AUD-20723,45.386,0.7471,0.7482,0.0348,0.1104,29.86,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.9323,10,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20724,38.69,0.6268,0.9035,0.0218,0.2411,32.01,Synthetic Phase,Digital Void,Yes (Neural Vocoder),1,0.7161,26,HIGH,Synthetic Voice / Deepfake Audio
AUD-20725,41.765,0.4239,0.7081,0.0271,0.1239,27.62,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.8875,15,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20726,71.63,0.1658,0.132,0.1098,0.5229,15.92,Natural,Organic,No,0,0.1106,92,LOW,Authentic Voice Content
AUD-20727,40.383,0.6495,0.5032,0.0153,0.0755,34.65,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.874,8,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20728,90.545,0.2258,0.0782,0.0681,0.433,19.7,Natural,Organic,No,0,0.1123,89,LOW,Authentic Voice Content
AUD-20729,99.7,0.0152,0.3168,0.047,0.6805,19.57,Natural,Organic,No,0,0.152,86,LOW,Authentic Voice Content
AUD-20730,129.617,0.2783,0.219,0.09,0.5861,17.6,Natural,Organic,No,0,0.0966,87,LOW,Authentic Voice Content
AUD-20731,83.829,0.1629,0.1112,0.1117,0.5112,20.73,Natural,Organic,No,0,0.01,95,LOW,Authentic Voice Content
AUD-20732,34.525,0.8298,0.7171,0.0162,0.1032,36.17,Anomalous Harmonic,Synthetic Floor,Yes (Neural Vocoder),1,0.8885,10,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20733,38.605,0.7758,0.7967,0.0359,0.111,23.2,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.8932,23,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20734,54.74,0.6362,0.6144,0.0128,0.1149,32.25,Vocoder Residual,Digital Void,Yes (Neural Vocoder),1,0.8762,12,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20735,78.824,0.1409,0.1774,0.0769,0.4727,16.67,Natural,Organic,No,0,0.0184,96,LOW,Authentic Voice Content
AUD-20736,73.873,0.1161,0.0966,0.0987,0.6435,15.49,Natural,Organic,No,0,0.1068,88,LOW,Authentic Voice Content
AUD-20737,88.8,0.2094,0.1024,0.0683,0.3998,16.88,Natural,Organic,No,0,0.01,99,LOW,Authentic Voice Content
AUD-20738,41.045,0.7539,0.9795,0.022,0.0472,28.64,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.9469,11,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20739,101.788,0.2825,0.1258,0.1042,0.3012,16.65,Natural,Organic,No,0,0.1288,89,LOW,Authentic Voice Content
AUD-20740,63.605,0.1878,0.0808,0.1048,0.434,14.95,Natural,Organic,No,0,0.149,85,LOW,Authentic Voice Content
AUD-20741,52.925,0.4736,0.7383,0.0349,0.1179,24.89,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.8433,16,HIGH,Synthetic Voice / Deepfake Audio
AUD-20742,48.111,0.6889,0.9209,0.018,0.1547,29.08,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.8871,10,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20743,34.842,0.633,0.8422,0.0198,0.1729,35.15,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.8248,18,HIGH,Synthetic Voice / Deepfake Audio
AUD-20744,24.137,0.6807,0.6239,0.0116,0.1155,29.99,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.99,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20745,55.482,0.2178,0.127,0.0986,0.6176,16.03,Natural,Organic,No,0,0.0397,93,LOW,Authentic Voice Content
AUD-20746,84.249,0.0808,0.1064,0.0232,0.4283,17.21,Natural,Organic,No,0,0.1364,83,LOW,Authentic Voice Content
AUD-20747,85.075,0.2534,0.1452,0.0725,0.4863,19.03,Natural,Organic,No,0,0.01,97,LOW,Authentic Voice Content
AUD-20748,69.717,0.2944,0.1098,0.0982,0.4728,18.32,Natural,Organic,No,0,0.01,99,LOW,Authentic Voice Content
AUD-20749,59.976,0.3267,0.1643,0.088,0.4565,18.11,Natural,Organic,No,0,0.051,98,LOW,Authentic Voice Content
AUD-20750,65.689,0.2301,0.1588,0.0546,0.546,13.96,Natural,Organic,No,0,0.0948,89,LOW,Authentic Voice Content
AUD-20751,37.56,0.6337,0.6966,0.0131,0.1573,24.15,Synthetic Phase,Digital Void,Yes (Neural Vocoder),1,0.9315,7,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20752,33.393,0.9768,0.7191,0.0194,0.0712,24.82,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.9207,14,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20753,48.941,0.6184,0.7437,0.0327,0.1434,35.9,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.9644,9,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20754,54.765,0.7497,0.7493,0.0191,0.1267,34.53,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.8561,14,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20755,59.705,0.8678,0.7854,0.0322,0.1632,36.76,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.8799,7,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20756,39.568,0.5194,0.8286,0.0315,0.1023,31.88,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.8253,17,HIGH,Synthetic Voice / Deepfake Audio
AUD-20757,42.124,0.8374,1.0,0.0194,0.1136,28.44,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.9502,11,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20758,89.842,0.1566,0.1724,0.0971,0.5194,16.87,Natural,Organic,No,0,0.1352,83,LOW,Authentic Voice Content
AUD-20759,83.766,0.2071,0.1271,0.0685,0.4636,17.09,Natural,Organic,No,0,0.0926,94,LOW,Authentic Voice Content
AUD-20760,82.244,0.0713,0.2767,0.0641,0.4029,17.42,Natural,Organic,No,0,0.13,86,LOW,Authentic Voice Content
AUD-20761,113.026,0.1614,0.1491,0.0919,0.4228,17.67,Natural,Organic,No,0,0.1176,88,LOW,Authentic Voice Content
AUD-20762,39.905,0.5367,0.7296,0.0149,0.1578,28.66,Synthetic Phase,Digital Void,Yes (Neural Vocoder),1,0.7494,32,HIGH,Synthetic Voice / Deepfake Audio
AUD-20763,97.808,0.1753,0.2571,0.1273,0.6333,19.89,Natural,Organic,No,0,0.01,99,LOW,Authentic Voice Content
AUD-20764,23.537,0.6321,0.8364,0.0317,0.0789,30.83,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.8273,9,HIGH,Synthetic Voice / Deepfake Audio
AUD-20765,71.69,0.1528,0.1857,0.0936,0.48,19.37,Natural,Organic,No,0,0.0447,91,LOW,Authentic Voice Content
AUD-20766,113.922,0.3375,0.1272,0.0616,0.3706,16.94,Natural,Organic,No,0,0.077,86,LOW,Authentic Voice Content
AUD-20767,20.633,0.8254,0.4744,0.0204,0.1985,26.67,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.8806,13,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20768,96.693,0.2821,0.2255,0.0853,0.5655,14.64,Natural,Organic,No,0,0.01,95,LOW,Authentic Voice Content
AUD-20769,44.177,0.8428,0.8545,0.0287,0.1688,26.92,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.8493,9,HIGH,Synthetic Voice / Deepfake Audio
AUD-20770,38.907,0.5374,0.7695,0.0352,0.1606,33.79,Vocoder Residual,Digital Void,Yes (Neural Vocoder),1,0.9835,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20771,70.638,0.1926,0.1437,0.1015,0.5236,12.9,Natural,Organic,No,0,0.0929,90,LOW,Authentic Voice Content
AUD-20772,92.364,0.1004,0.2336,0.0644,0.4427,17.44,Natural,Organic,No,0,0.129,83,LOW,Authentic Voice Content
AUD-20773,80.516,0.1197,0.1132,0.119,0.4859,16.76,Natural,Organic,No,0,0.0531,97,LOW,Authentic Voice Content
AUD-20774,39.997,0.4277,0.7843,0.0182,0.0941,33.45,Vocoder Residual,Digital Void,Yes (Neural Vocoder),1,0.9539,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20775,36.473,0.5301,0.6658,0.0292,0.1361,28.09,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.7791,20,HIGH,Synthetic Voice / Deepfake Audio
AUD-20776,55.504,0.7403,0.7707,0.0069,0.1165,32.97,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.7822,29,HIGH,Synthetic Voice / Deepfake Audio
AUD-20777,124.69,0.2201,0.1369,0.0818,0.6616,16.96,Natural,Organic,No,0,0.0565,93,LOW,Authentic Voice Content
AUD-20778,42.377,0.682,0.9195,0.0166,0.1226,16.51,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.8759,21,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20779,24.331,0.658,0.9745,0.012,0.1658,30.71,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.8635,15,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20780,88.861,0.2905,0.0911,0.0588,0.5424,14.54,Natural,Organic,No,0,0.1175,90,LOW,Authentic Voice Content
AUD-20781,38.861,0.805,0.4775,0.0293,0.1115,24.63,Vocoder Residual,Digital Void,Yes (Neural Vocoder),1,0.9432,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20782,80.722,0.2037,0.1868,0.0619,0.6358,18.12,Natural,Organic,No,0,0.0965,88,LOW,Authentic Voice Content
AUD-20783,69.751,0.1493,0.1639,0.0821,0.6781,17.65,Natural,Organic,No,0,0.0579,91,LOW,Authentic Voice Content
AUD-20784,137.513,0.2048,0.1923,0.0889,0.2319,10.95,Natural,Organic,No,0,0.1547,86,LOW,Authentic Voice Content
AUD-20785,58.724,0.7436,0.6279,0.025,0.0962,28.72,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.8789,16,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20786,70.637,0.1998,0.1184,0.0603,0.3959,15.13,Natural,Organic,No,0,0.1011,84,LOW,Authentic Voice Content
AUD-20787,56.91,0.249,0.19,0.086,0.5269,10.89,Natural,Organic,No,0,0.0794,87,LOW,Authentic Voice Content
AUD-20788,41.659,0.7013,0.8941,0.0344,0.1423,29.82,Anomalous Harmonic,Synthetic Floor,Yes (Neural Vocoder),1,0.9358,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20789,92.836,0.2773,0.1705,0.0426,0.3186,19.12,Natural,Organic,No,0,0.01,96,LOW,Authentic Voice Content
AUD-20790,19.787,0.6961,0.7048,0.0261,0.1606,28.12,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.8452,15,HIGH,Synthetic Voice / Deepfake Audio
AUD-20791,56.815,0.5987,0.7098,0.023,0.0854,19.97,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.9138,9,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20792,53.296,0.5309,0.7259,0.0251,0.0718,33.23,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.9054,13,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20793,90.786,0.299,0.1222,0.0545,0.483,12.25,Natural,Organic,No,0,0.0438,91,LOW,Authentic Voice Content
AUD-20794,40.302,0.8446,0.6702,0.0283,0.0888,24.39,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.722,30,HIGH,Synthetic Voice / Deepfake Audio
AUD-20795,28.588,0.8499,0.8686,0.0279,0.1655,33.89,Anomalous Harmonic,Synthetic Floor,Yes (Neural Vocoder),1,0.8705,16,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20796,24.35,0.6292,0.6173,0.019,0.0827,26.89,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.99,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20797,60.478,0.7778,0.6229,0.0127,0.1372,34.8,Synthetic Phase,Digital Void,Yes (Neural Vocoder),1,0.9257,9,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20798,92.251,0.3057,0.1402,0.1137,0.5246,14.68,Natural,Organic,No,0,0.1199,82,LOW,Authentic Voice Content
AUD-20799,79.717,0.2657,0.2044,0.13,0.3567,16.7,Natural,Organic,No,0,0.141,85,LOW,Authentic Voice Content
AUD-20800,26.227,0.5682,0.8421,0.0204,0.1565,29.62,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.821,17,HIGH,Synthetic Voice / Deepfake Audio
AUD-20801,53.177,0.7324,0.539,0.0353,0.1365,29.3,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.9443,7,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20802,105.136,0.2659,0.2715,0.0767,0.5579,19.21,Natural,Organic,No,0,0.0661,94,LOW,Authentic Voice Content
AUD-20803,88.505,0.2328,0.0851,0.0999,0.7183,12.23,Natural,Organic,No,0,0.0888,92,LOW,Authentic Voice Content
AUD-20804,78.926,0.2479,0.2362,0.1103,0.3824,17.84,Natural,Organic,No,0,0.0166,99,LOW,Authentic Voice Content
AUD-20805,85.328,0.1375,0.1561,0.1004,0.5591,16.47,Natural,Organic,No,0,0.064,93,LOW,Authentic Voice Content
AUD-20806,60.242,0.2151,0.2894,0.0841,0.3332,16.11,Natural,Organic,No,0,0.0625,96,LOW,Authentic Voice Content
AUD-20807,41.029,0.684,0.5346,0.0293,0.1425,33.03,Anomalous Harmonic,Synthetic Floor,Yes (Neural Vocoder),1,0.6597,32,HIGH,Synthetic Voice / Deepfake Audio
AUD-20808,45.702,0.7996,0.5263,0.0291,0.1163,23.2,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.99,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20809,76.657,0.2979,0.1491,0.0834,0.5765,18.51,Natural,Organic,No,0,0.01,99,LOW,Authentic Voice Content
AUD-20810,41.332,0.6478,0.7967,0.0283,0.1408,25.19,Anomalous Harmonic,Synthetic Floor,Yes (Neural Vocoder),1,0.8622,12,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20811,60.497,0.5418,0.6154,0.0248,0.121,31.8,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.8752,7,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20812,91.238,0.276,0.1716,0.0742,0.454,20.9,Natural,Organic,No,0,0.0834,91,LOW,Authentic Voice Content
AUD-20813,83.903,0.1887,0.2849,0.1075,0.3436,18.58,Natural,Organic,No,0,0.0372,99,LOW,Authentic Voice Content
AUD-20814,67.202,0.1918,0.0186,0.0696,0.325,20.43,Natural,Organic,No,0,0.015,99,LOW,Authentic Voice Content
AUD-20815,49.583,0.5019,0.637,0.0284,0.1628,20.77,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.928,11,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20816,41.318,0.4919,0.7399,0.0331,0.1033,28.77,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.7986,22,HIGH,Synthetic Voice / Deepfake Audio
AUD-20817,70.848,0.0706,0.182,0.0892,0.5982,18.11,Natural,Organic,No,0,0.01,99,LOW,Authentic Voice Content
AUD-20818,77.016,0.263,0.1718,0.0795,0.5174,16.58,Natural,Organic,No,0,0.01,98,LOW,Authentic Voice Content
AUD-20819,97.108,0.1498,0.1681,0.1318,0.1997,17.14,Natural,Organic,No,0,0.0113,99,LOW,Authentic Voice Content
AUD-20820,99.011,0.0185,0.1173,0.1174,0.6275,14.66,Natural,Organic,No,0,0.01,99,LOW,Authentic Voice Content
AUD-20821,46.739,0.0853,0.1603,0.1232,0.6834,22.26,Natural,Organic,No,0,0.1274,89,LOW,Authentic Voice Content
AUD-20822,40.52,0.7518,0.6533,0.003,0.18,24.77,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.8677,10,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20823,102.093,0.207,0.2532,0.1175,0.371,14.66,Natural,Organic,No,0,0.1023,89,LOW,Authentic Voice Content
AUD-20824,75.637,0.2275,0.1321,0.0793,0.592,19.97,Natural,Organic,No,0,0.0513,93,LOW,Authentic Voice Content
AUD-20825,43.186,0.6585,0.7491,0.0208,0.1334,24.67,Synthetic Phase,Digital Void,Yes (Neural Vocoder),1,0.8578,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20826,84.199,0.1991,0.1395,0.1017,0.4367,20.03,Natural,Organic,No,0,0.01,99,LOW,Authentic Voice Content
AUD-20827,43.672,0.7443,0.6229,0.0255,0.1439,31.45,Synthetic Phase,Digital Void,Yes (Neural Vocoder),1,0.8879,7,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20828,45.035,0.7025,0.93,0.0204,0.1472,28.17,Vocoder Residual,Digital Void,Yes (Neural Vocoder),1,0.8943,8,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20829,37.28,0.4909,0.6751,0.0122,0.1278,29.56,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.8974,12,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20830,107.522,0.2221,0.0713,0.0925,0.5684,19.53,Natural,Organic,No,0,0.0832,90,LOW,Authentic Voice Content
