sample_id,media_type,edge_blending_score,facial_symmetry_deviation,lighting_inconsistency,ela_difference_mean,fft_high_freq_ratio,noise_pattern_residual,color_space_variance,temporal_jitter,blink_rate_anomaly,is_synthetic,synthetic_confidence,trust_score,risk_level,verdict
MED-10758,Image,0.2278,0.9008,0.924,44.747,0.2033,0.4388,0.6481,0.0,0.0,1,0.9164,15,CRITICAL,Deepfake Detected
MED-10759,Video,0.156,0.7102,0.6716,25.633,0.2466,0.7631,0.4173,0.7067,0.7503,1,0.9337,7,CRITICAL,Deepfake Detected
MED-10760,Image,0.1885,0.4534,0.6237,30.376,0.15,0.5018,0.516,0.0,0.0,1,0.6986,32,HIGH,Deepfake Detected
MED-10761,Video,0.2239,0.9129,0.4941,37.781,0.0502,0.2692,0.4919,0.6942,0.5803,1,0.8896,11,CRITICAL,Deepfake Detected
MED-10762,Video,0.9026,0.0663,0.1612,6.775,0.7421,0.05,0.2082,0.1124,0.0558,0,0.1212,86,LOW,Authentic Content
MED-10763,Video,0.3691,0.205,0.1488,11.412,0.6652,0.0813,0.2635,0.0622,0.254,0,0.0384,99,LOW,Authentic Content
MED-10764,Video,0.1506,0.7324,0.7387,2.82,0.0787,0.5303,0.615,0.6721,0.6745,1,0.9135,5,CRITICAL,Deepfake Detected
MED-10765,Image,0.1898,0.6268,0.6436,43.866,0.2746,0.6593,0.7297,0.0,0.0,1,0.919,7,HIGH,Deepfake Detected
MED-10766,Image,0.343,0.7737,0.8327,37.332,0.2423,0.5549,0.5293,0.0,0.0,1,0.7188,29,HIGH,Deepfake Detected
MED-10767,Video,0.4042,0.1541,0.1989,10.145,0.4021,0.0958,0.3203,0.0756,0.104,0,0.0398,93,LOW,Authentic Content
MED-10768,Image,0.4324,0.7138,0.5335,54.196,0.2244,0.3902,0.6716,0.0,0.0,1,0.9422,5,CRITICAL,Deepfake Detected
MED-10769,Video,0.2926,0.766,0.6875,36.343,0.1413,0.7598,0.5039,0.5552,0.511,1,0.8878,10,HIGH,Deepfake Detected
MED-10770,Image,0.3979,0.6954,0.6939,64.554,0.2955,0.3824,0.6265,0.0,0.0,1,0.8501,13,CRITICAL,Deepfake Detected
MED-10771,Image,0.329,0.8023,0.7786,21.857,0.2847,0.4479,0.5586,0.0,0.0,1,0.7618,22,CRITICAL,Deepfake Detected
MED-10772,Video,0.2393,0.3051,0.6283,40.84,0.1358,0.4807,0.4388,0.9012,0.8333,1,0.99,5,HIGH,Deepfake Detected
MED-10773,Image,0.7661,0.9207,0.8663,31.137,0.1982,0.4189,0.5195,0.0,0.0,1,0.7442,27,CRITICAL,Deepfake Detected
MED-10774,Image,0.1823,0.7197,0.693,22.426,0.1119,0.8046,0.5839,0.0,0.0,1,0.8117,12,CRITICAL,Deepfake Detected
MED-10775,Video,0.0344,0.6882,0.7641,45.989,0.1076,0.8124,0.7003,0.4947,0.7818,1,0.6734,34,HIGH,Deepfake Detected
MED-10776,Image,0.9378,0.0423,0.0751,13.347,0.361,0.2008,0.2948,0.0,0.0,0,0.1339,83,LOW,Authentic Content
MED-10777,Image,0.4378,0.3872,0.5746,51.854,0.1478,0.6229,0.6587,0.0,0.0,1,0.99,5,HIGH,Deepfake Detected
MED-10778,Image,0.9571,0.2271,0.2171,4.65,0.4909,0.18,0.2414,0.0,0.0,0,0.04,99,LOW,Authentic Content
MED-10779,Image,0.8379,0.1643,0.0054,7.221,0.5053,0.1282,0.297,0.0,0.0,0,0.0409,94,LOW,Authentic Content
MED-10780,Image,0.3631,0.5876,0.8307,15.071,0.0656,0.2791,0.4401,0.0,0.0,1,0.99,7,HIGH,Deepfake Detected
MED-10781,Image,0.6574,0.2239,0.2696,7.915,0.6011,0.1547,0.2405,0.0,0.0,0,0.1467,89,LOW,Authentic Content
MED-10782,Image,0.2312,0.8236,0.7093,18.561,0.2488,0.2072,0.9058,0.0,0.0,1,0.99,5,CRITICAL,Deepfake Detected
MED-10783,Video,0.3286,0.7072,0.7848,32.61,0.3027,0.5868,0.5258,0.896,0.6902,1,0.9663,5,CRITICAL,Deepfake Detected
MED-10784,Image,0.7799,0.253,0.1026,10.578,0.4834,0.1572,0.0,0.0,0.0,0,0.0803,90,LOW,Authentic Content
MED-10785,Image,0.4485,0.1458,0.2053,11.031,0.6513,0.1942,0.3496,0.0,0.0,0,0.05,92,LOW,Authentic Content
MED-10786,Image,0.2776,0.7672,0.9845,38.636,0.2141,0.4931,0.8362,0.0,0.0,1,0.8163,15,HIGH,Deepfake Detected
MED-10787,Image,0.8401,0.3059,0.1212,9.543,0.5264,0.1082,0.2176,0.0,0.0,0,0.0822,90,LOW,Authentic Content
MED-10788,Image,0.8624,0.1142,0.1877,9.969,0.2845,0.0916,0.1743,0.0,0.0,0,0.0628,88,LOW,Authentic Content
MED-10789,Image,0.8619,0.0453,0.2071,8.043,0.6152,0.0984,0.2495,0.0,0.0,0,0.1475,86,LOW,Authentic Content
MED-10790,Video,0.1985,0.7836,0.8328,39.028,0.2073,0.7016,0.4351,0.8124,0.4496,1,0.9212,9,HIGH,Deepfake Detected
MED-10791,Video,0.2689,1.0,0.709,32.314,0.1416,0.6548,0.5934,0.5378,0.659,1,0.9844,5,CRITICAL,Deepfake Detected
MED-10792,Video,0.7665,0.2638,0.3594,9.756,0.491,0.0713,0.2606,0.1493,0.1234,0,0.0465,99,LOW,Authentic Content
MED-10793,Video,0.8154,0.0063,0.1379,11.786,0.6258,0.1066,0.4483,0.0882,0.1138,0,0.01,98,LOW,Authentic Content
MED-10794,Image,0.6792,0.2106,0.1139,10.937,0.3661,0.0547,0.2142,0.0,0.0,0,0.1308,88,LOW,Authentic Content
MED-10795,Image,0.1659,0.3217,0.6811,38.923,0.1218,0.626,0.5213,0.0,0.0,1,0.8399,12,CRITICAL,Deepfake Detected
MED-10796,Video,0.0927,0.625,0.676,56.862,0.1286,0.3257,0.6283,0.6647,0.7052,1,0.7858,26,HIGH,Deepfake Detected
MED-10797,Video,0.798,0.1226,0.1782,3.687,0.5917,0.1178,0.3139,0.0835,0.1188,0,0.01,94,LOW,Authentic Content
MED-10798,Video,0.5363,0.1515,0.3193,7.962,0.5608,0.0562,0.2422,0.0813,0.0484,0,0.01,94,LOW,Authentic Content
MED-10799,Image,0.4783,0.1988,0.0619,11.884,0.5619,0.09,0.1637,0.0,0.0,0,0.1193,87,LOW,Authentic Content
MED-10800,Video,0.0116,0.6984,0.6935,53.73,0.2009,0.7101,0.4301,0.5571,0.7077,1,0.9197,5,CRITICAL,Deepfake Detected
MED-10801,Image,0.0891,0.4527,0.3864,25.284,0.1298,0.8432,0.4823,0.0,0.0,1,0.868,9,CRITICAL,Deepfake Detected
MED-10802,Video,0.2101,0.763,0.7788,45.602,0.2807,0.9481,0.595,0.8179,0.6473,1,0.9685,8,CRITICAL,Deepfake Detected
MED-10803,Image,0.4731,0.4948,0.5168,37.41,0.2593,0.3174,0.6041,0.0,0.0,1,0.9392,5,HIGH,Deepfake Detected
MED-10804,Video,0.4095,0.5855,0.5001,50.156,0.2916,0.8991,0.6024,0.7327,0.9055,1,0.7859,26,CRITICAL,Deepfake Detected
MED-10805,Video,0.0592,0.645,0.9868,44.376,0.2539,0.4821,0.6621,0.5047,0.8636,1,0.7382,26,CRITICAL,Deepfake Detected
MED-10806,Image,0.4108,0.1648,0.1577,10.195,0.4389,0.1796,0.1798,0.0,0.0,0,0.0548,94,LOW,Authentic Content
MED-10807,Image,0.1344,0.6604,0.7846,33.27,0.2171,0.7389,0.71,0.0,0.0,1,0.7894,16,HIGH,Deepfake Detected
MED-10808,Image,0.8123,0.397,0.2182,2.126,0.4945,0.1124,0.1509,0.0,0.0,0,0.0844,88,LOW,Authentic Content
MED-10809,Image,0.9623,0.1745,0.1635,9.081,0.6533,0.1661,0.2029,0.0,0.0,0,0.1076,97,LOW,Authentic Content
MED-10810,Image,0.8557,0.073,0.1637,3.047,0.2458,0.0631,0.2098,0.0,0.0,0,0.0875,85,LOW,Authentic Content
MED-10811,Image,0.149,0.6889,0.6643,47.123,0.1672,0.5557,0.3283,0.0,0.0,1,0.8417,21,CRITICAL,Deepfake Detected
MED-10812,Video,0.3969,0.7112,0.858,56.394,0.156,0.6927,0.7814,0.2377,0.5965,1,0.99,6,HIGH,Deepfake Detected
MED-10813,Image,0.2787,0.4161,0.7878,44.604,0.2576,0.7025,0.1291,0.0,0.0,1,0.9003,5,CRITICAL,Deepfake Detected
MED-10814,Image,0.8217,0.0617,0.0938,4.733,0.4856,0.2371,0.2062,0.0,0.0,0,0.151,86,LOW,Authentic Content
MED-10815,Image,0.5549,0.2687,0.1378,6.439,0.3984,0.0822,0.1014,0.0,0.0,0,0.1057,83,LOW,Authentic Content
MED-10816,Video,0.0295,0.5662,0.8071,52.017,0.1721,0.9703,0.5853,0.8253,0.744,1,0.9086,5,HIGH,Deepfake Detected
MED-10817,Video,0.263,0.4835,0.672,16.825,0.0745,0.7864,0.669,0.568,0.7097,1,0.8699,15,HIGH,Deepfake Detected
MED-10818,Image,0.0459,0.5641,0.704,34.42,0.3362,0.4539,0.5962,0.0,0.0,1,0.8482,14,HIGH,Deepfake Detected
MED-10819,Image,0.9079,0.1085,0.1807,7.83,0.4975,0.2201,0.2245,0.0,0.0,0,0.01,99,LOW,Authentic Content
MED-10820,Video,0.9181,0.2304,0.4561,8.83,0.5084,0.056,0.1904,0.0482,0.1088,0,0.2537,75,MEDIUM,Authentic Content
MED-10821,Image,0.581,0.1247,0.1574,5.061,0.474,0.016,0.0296,0.0,0.0,0,0.1175,81,LOW,Authentic Content
MED-10822,Video,0.9665,0.179,0.2812,8.446,0.2263,0.1469,0.2256,0.0878,0.0695,0,0.0583,99,LOW,Authentic Content
MED-10823,Image,0.6366,0.2837,0.3784,10.476,0.4023,0.0675,0.2701,0.0,0.0,0,0.1599,81,LOW,Authentic Content
MED-10824,Video,0.6753,0.0315,0.2206,13.2,0.4527,0.0566,0.2396,0.1067,0.1004,0,0.0799,85,LOW,Authentic Content
MED-10825,Image,0.1876,0.845,0.7068,38.975,0.2759,0.5045,0.6534,0.0,0.0,1,0.7383,30,CRITICAL,Deepfake Detected
MED-10826,Video,0.9462,0.1875,0.1937,12.513,0.5725,0.0862,0.014,0.0881,0.1817,0,0.0565,94,LOW,Authentic Content
MED-10827,Video,0.6028,0.1447,0.0,9.379,0.5743,0.2205,0.1845,0.1204,0.0683,0,0.0586,88,LOW,Authentic Content
MED-10828,Image,0.8001,0.1567,0.15,7.04,0.5296,0.1224,0.2609,0.0,0.0,0,0.0728,91,LOW,Authentic Content
MED-10829,Image,0.4511,0.119,0.1578,7.041,0.5535,0.0174,0.283,0.0,0.0,0,0.118,83,LOW,Authentic Content
MED-10830,Image,0.3985,0.0948,0.1752,9.088,0.3622,0.1119,0.1426,0.0,0.0,0,0.0138,99,LOW,Authentic Content
MED-10831,Video,0.3561,0.7001,0.6344,32.537,0.1859,1.0,0.6161,0.51,0.5751,1,0.8008,30,CRITICAL,Deepfake Detected
MED-10832,Image,0.8345,0.2859,0.1172,9.4,0.4424,0.1212,0.0816,0.0,0.0,0,0.0126,99,LOW,Authentic Content
MED-10833,Image,0.298,0.3942,0.711,42.747,0.0749,0.5614,0.6375,0.0,0.0,1,0.8793,9,HIGH,Deepfake Detected
MED-10834,Video,0.1311,0.6917,0.9362,43.121,0.0,0.692,0.406,0.4461,0.5782,1,0.7837,14,CRITICAL,Deepfake Detected
MED-10835,Image,0.456,0.672,0.5254,54.151,0.1451,0.5667,0.625,0.0,0.0,1,0.9643,5,HIGH,Deepfake Detected
MED-10836,Image,0.2735,0.6191,0.5874,43.916,0.0855,0.6383,0.6806,0.0,0.0,1,0.8399,11,HIGH,Deepfake Detected
MED-10837,Image,0.5254,0.6022,0.6295,48.661,0.1815,0.5666,0.6542,0.0,0.0,1,0.7773,24,CRITICAL,Deepfake Detected
MED-10838,Video,0.2406,1.0,0.594,31.628,0.072,0.7446,0.3868,0.8477,0.5992,1,0.9859,10,CRITICAL,Deepfake Detected
MED-10839,Video,0.4149,0.0,0.239,9.351,0.6421,0.0922,0.286,0.1555,0.185,0,0.0404,95,LOW,Authentic Content
MED-10840,Image,0.4236,0.6618,0.6354,41.13,0.2339,0.6759,0.6216,0.0,0.0,1,0.8163,22,HIGH,Deepfake Detected
MED-10841,Video,0.1164,0.4545,0.6222,38.276,0.1905,0.7565,0.6087,0.9612,0.666,1,0.677,28,HIGH,Deepfake Detected
MED-10842,Image,0.8916,0.2412,0.2329,3.613,0.5191,0.1013,0.2529,0.0,0.0,0,0.0937,96,LOW,Authentic Content
MED-10843,Video,0.1173,0.6297,0.699,51.848,0.2171,0.4632,0.5632,0.9832,0.7167,1,0.8173,22,CRITICAL,Deepfake Detected
MED-10844,Video,0.7878,0.1886,0.16,2.432,0.4545,0.1711,0.0467,0.0485,0.1282,0,0.1643,87,LOW,Authentic Content
MED-10845,Video,0.8617,0.1559,0.092,4.157,0.6507,0.0699,0.28,0.1074,0.1861,0,0.0137,96,LOW,Authentic Content
MED-10846,Image,0.6484,0.0601,0.2103,8.768,0.761,0.1905,0.2641,0.0,0.0,0,0.01,99,LOW,Authentic Content
MED-10847,Image,0.2751,0.692,0.5804,65.888,0.1464,0.3174,0.5081,0.0,0.0,1,0.6673,25,HIGH,Deepfake Detected
MED-10848,Image,0.2021,0.6696,0.7919,61.567,0.2127,0.5819,0.4086,0.0,0.0,1,0.7592,27,CRITICAL,Deepfake Detected
MED-10849,Video,0.3251,0.7061,0.7481,34.235,0.2283,0.6599,0.6284,0.4033,0.7762,1,0.7215,32,CRITICAL,Deepfake Detected
MED-10850,Image,0.3114,0.9774,0.4174,53.268,0.2777,0.5807,0.5355,0.0,0.0,1,0.8428,10,HIGH,Deepfake Detected
MED-10851,Video,0.4952,0.8803,0.6376,27.845,0.2048,0.6851,0.5473,0.936,0.6039,1,0.6274,42,CRITICAL,Deepfake Detected
MED-10852,Image,0.1619,0.9558,0.7551,30.543,0.2162,0.6074,0.6911,0.0,0.0,1,0.7203,20,CRITICAL,Deepfake Detected
MED-10853,Image,0.7876,0.2441,0.1764,13.057,0.4445,0.1017,0.1854,0.0,0.0,0,0.0484,95,LOW,Authentic Content
MED-10854,Video,0.9135,0.0882,0.0998,6.594,0.6466,0.1121,0.2805,0.1094,0.0915,0,0.054,89,LOW,Authentic Content
MED-10855,Video,0.5704,0.771,0.5835,40.031,0.1058,0.5428,0.4719,0.5768,0.7107,1,0.8287,22,CRITICAL,Deepfake Detected
MED-10856,Image,0.7966,0.2033,0.2004,7.93,0.6754,0.1443,0.1329,0.0,0.0,0,0.0391,98,LOW,Authentic Content
MED-10857,Image,0.4741,0.8187,0.6658,47.539,0.3261,0.7168,0.7202,0.0,0.0,1,0.8255,16,CRITICAL,Deepfake Detected
MED-10858,Video,0.9517,0.0,0.1005,14.131,0.5269,0.095,0.1797,0.1809,0.1747,0,0.0703,89,LOW,Authentic Content
MED-10859,Video,0.1433,0.6309,0.8259,29.794,0.2441,0.5046,0.5066,0.3591,0.4781,1,0.7581,12,HIGH,Deepfake Detected
MED-10860,Video,0.1948,0.6254,0.9356,50.122,0.2217,0.5711,0.67,0.3164,0.6621,1,0.9084,13,CRITICAL,Deepfake Detected
MED-10861,Video,0.311,0.6506,0.7661,62.119,0.1614,0.5779,0.7214,0.6323,0.8299,1,0.99,5,CRITICAL,Deepfake Detected
MED-10862,Image,0.9577,0.0227,0.2906,15.908,0.6803,0.0735,0.1443,0.0,0.0,0,0.0704,99,LOW,Authentic Content
MED-10863,Image,0.7432,0.0,0.2575,5.285,0.4196,0.008,0.3272,0.0,0.0,0,0.0368,97,LOW,Authentic Content
MED-10864,Video,0.8186,0.1065,0.0941,2.807,0.3734,0.1719,0.1744,0.0696,0.077,0,0.0851,90,LOW,Authentic Content
MED-10865,Video,0.2432,0.4776,0.7633,35.947,0.1984,0.7577,0.6153,0.5036,0.6056,1,0.706,21,CRITICAL,Deepfake Detected
MED-10866,Image,0.7695,0.2627,0.143,9.506,0.4524,0.047,0.1986,0.0,0.0,0,0.0165,99,LOW,Authentic Content
MED-10867,Image,0.558,0.1269,0.1424,7.195,0.5364,0.0861,0.1323,0.0,0.0,0,0.166,88,LOW,Authentic Content
MED-10868,Image,0.3347,0.8864,0.5884,25.861,0.0506,0.715,0.5996,0.0,0.0,1,0.8197,12,HIGH,Deepfake Detected
MED-10869,Image,0.1661,0.6789,0.8181,39.981,0.0928,0.4205,0.5928,0.0,0.0,1,0.7957,17,CRITICAL,Deepfake Detected
MED-10870,Image,0.886,0.0716,0.1418,8.07,0.4167,0.1193,0.2033,0.0,0.0,0,0.0937,92,LOW,Authentic Content
MED-10871,Video,0.6789,0.2171,0.1883,7.205,0.2479,0.2368,0.0409,0.1015,0.1538,0,0.0368,98,LOW,Authentic Content
MED-10872,Image,0.6829,0.1054,0.0365,10.401,0.7159,0.0644,0.1832,0.0,0.0,0,0.0491,92,LOW,Authentic Content
MED-10873,Image,0.7995,0.0893,0.2485,10.552,0.336,0.0844,0.3,0.0,0.0,0,0.0976,91,LOW,Authentic Content
MED-10874,Image,0.2597,0.6788,0.6647,37.145,0.2388,0.5976,0.5715,0.0,0.0,1,0.8142,13,HIGH,Deepfake Detected
MED-10875,Video,0.6428,0.0237,0.2087,2.394,0.6111,0.0533,0.3247,0.0976,0.0452,0,0.0115,99,LOW,Authentic Content
MED-10876,Image,0.1709,0.5774,0.4951,44.565,0.087,0.8751,0.4813,0.0,0.0,1,0.99,5,HIGH,Deepfake Detected
MED-10877,Video,0.6929,0.1854,0.1463,9.561,0.5739,0.0617,0.231,0.2093,0.1882,0,0.0296,99,LOW,Authentic Content
MED-10878,Video,0.6038,0.1949,0.1666,2.884,0.5243,0.0769,0.1621,0.0938,0.0564,0,0.01,99,LOW,Authentic Content
MED-10879,Video,0.1278,0.6646,0.9072,35.444,0.332,0.658,0.4777,0.7729,0.6831,1,0.9553,5,HIGH,Deepfake Detected
MED-10880,Image,0.3434,0.8726,0.9103,22.105,0.3007,0.7111,0.5993,0.0,0.0,1,0.99,5,CRITICAL,Deepfake Detected
MED-10881,Image,0.3314,0.6717,0.7011,37.709,0.1411,0.6844,0.5684,0.0,0.0,1,0.8318,16,CRITICAL,Deepfake Detected
MED-10882,Image,0.7691,0.0903,0.2383,9.927,0.6446,0.1321,0.2383,0.0,0.0,0,0.0894,93,LOW,Authentic Content
MED-10883,Image,0.0578,0.7408,0.8841,37.381,0.1476,0.6707,0.5376,0.0,0.0,1,0.8531,13,CRITICAL,Deepfake Detected
MED-10884,Image,0.0573,0.6014,0.5407,26.451,0.2306,0.5684,0.447,0.0,0.0,1,0.9254,23,HIGH,Deepfake Detected
MED-10885,Image,0.2177,0.6227,0.7041,21.131,0.335,0.4994,0.4168,0.0,0.0,1,0.8287,17,CRITICAL,Deepfake Detected
MED-10886,Video,0.7045,0.1255,0.3583,14.305,0.6039,0.0195,0.0562,0.0726,0.1167,0,0.0743,93,LOW,Authentic Content
MED-10887,Video,0.0464,0.6378,0.7155,41.619,0.1448,0.6734,0.6933,0.6942,0.7863,1,0.6837,25,CRITICAL,Deepfake Detected
MED-10888,Video,0.322,0.6151,0.8022,35.272,0.2728,0.8679,0.5096,0.6338,0.7275,1,0.9119,17,CRITICAL,Deepfake Detected
MED-10889,Video,0.7021,0.2078,0.2708,4.274,0.5428,0.1161,0.1996,0.0524,0.0104,0,0.0347,92,LOW,Authentic Content
MED-10890,Video,0.3094,0.8219,0.6337,38.778,0.1532,0.6997,0.6971,0.4401,0.5558,1,0.8635,22,CRITICAL,Deepfake Detected
MED-10891,Video,0.1702,0.4695,0.9433,26.314,0.1618,0.6653,0.4648,0.3041,0.6684,1,0.8179,15,HIGH,Deepfake Detected
MED-10892,Video,0.4132,0.5878,0.966,47.795,0.0901,0.4032,0.6129,0.6471,0.8849,1,0.9048,10,HIGH,Deepfake Detected
MED-10893,Video,0.5271,0.1946,0.2247,4.422,0.3982,0.084,0.2316,0.1179,0.0694,0,0.01,99,LOW,Authentic Content
MED-10894,Video,0.3232,0.9125,0.8865,59.573,0.1174,0.5763,0.4397,0.2939,0.8078,1,0.8723,9,HIGH,Deepfake Detected
MED-10895,Image,0.1243,0.4618,0.754,40.463,0.124,0.5516,0.7388,0.0,0.0,1,0.9235,8,CRITICAL,Deepfake Detected
MED-10896,Image,0.651,0.2167,0.2076,0.734,0.3968,0.1302,0.2108,0.0,0.0,0,0.0666,94,LOW,Authentic Content
MED-10897,Image,0.827,0.2312,0.1486,11.679,0.5149,0.1088,0.1001,0.0,0.0,0,0.1271,84,LOW,Authentic Content
MED-10898,Video,0.282,0.6561,0.711,23.947,0.2319,0.6568,0.5998,0.4928,0.9612,1,0.99,5,CRITICAL,Deepfake Detected
MED-10899,Image,0.9409,0.1824,0.0,3.897,0.5327,0.1548,0.1741,0.0,0.0,0,0.1624,87,LOW,Authentic Content
MED-10900,Image,0.1552,0.6787,0.9041,50.022,0.2067,0.8832,0.6309,0.0,0.0,1,0.8411,11,CRITICAL,Deepfake Detected
MED-10901,Image,0.3905,0.9537,0.8115,20.175,0.3494,0.4541,0.703,0.0,0.0,1,0.7505,20,CRITICAL,Deepfake Detected
MED-10902,Video,0.1472,0.9198,0.626,32.744,0.1331,0.6944,0.7138,0.5671,0.5777,1,0.9313,9,CRITICAL,Deepfake Detected
MED-10903,Image,0.6093,0.0888,0.2533,1.541,0.4206,0.0324,0.163,0.0,0.0,0,0.1073,88,LOW,Authentic Content
MED-10904,Image,0.957,0.0585,0.1811,10.046,0.3267,0.0648,0.1881,0.0,0.0,0,0.0268,94,LOW,Authentic Content
MED-10905,Video,0.626,0.2709,0.1208,3.612,0.311,0.1845,0.1727,0.0873,0.1104,0,0.1408,85,LOW,Authentic Content
MED-10906,Image,0.5288,0.7364,0.7914,31.629,0.1933,0.8478,0.8284,0.0,0.0,1,0.9354,5,CRITICAL,Deepfake Detected
MED-10907,Video,0.3586,0.6072,0.8864,55.734,0.2976,0.4063,0.7688,0.5659,1.0,1,0.9125,5,CRITICAL,Deepfake Detected
MED-10908,Image,0.6014,0.0383,0.2218,12.225,0.5279,0.2207,0.3919,0.0,0.0,0,0.1119,84,LOW,Authentic Content
MED-10909,Video,0.0834,0.6872,0.8628,44.916,0.2624,0.5906,0.519,0.4854,0.6812,1,0.8078,21,HIGH,Deepfake Detected
MED-10910,Video,0.7899,0.0591,0.1358,13.058,0.6333,0.1885,0.3734,0.155,0.0,0,0.0994,83,LOW,Authentic Content
MED-10911,Image,0.8511,0.071,0.1895,10.248,0.4825,0.1968,0.1969,0.0,0.0,0,0.1355,85,LOW,Authentic Content
MED-10912,Image,0.563,0.5223,0.6902,28.619,0.2841,0.6594,0.5538,0.0,0.0,1,0.789,14,CRITICAL,Deepfake Detected
MED-10913,Image,0.4638,0.6242,0.8054,36.766,0.1827,0.8243,0.5663,0.0,0.0,1,0.8515,8,HIGH,Deepfake Detected
MED-10914,Video,0.9078,0.2545,0.2383,13.135,0.7465,0.0464,0.1883,0.0975,0.1605,0,0.0701,90,LOW,Authentic Content
MED-10915,Image,0.2106,0.4239,0.9751,37.637,0.2644,0.5402,0.641,0.0,0.0,1,0.7916,19,CRITICAL,Deepfake Detected
MED-10916,Image,0.359,0.756,0.6595,67.791,0.1129,0.8387,0.6828,0.0,0.0,1,0.8486,14,CRITICAL,Deepfake Detected
MED-10917,Image,0.9031,0.0314,0.251,11.278,0.8143,0.1823,0.2764,0.0,0.0,0,0.1021,89,LOW,Authentic Content
MED-10918,Video,0.2712,0.6857,0.7071,40.105,0.2778,0.6639,0.6027,0.5751,0.7734,1,0.7997,19,CRITICAL,Deepfake Detected
MED-10919,Video,0.0709,0.8217,0.7361,22.759,0.1331,0.7501,0.3874,0.6505,0.7571,1,0.99,5,CRITICAL,Deepfake Detected
MED-10920,Image,0.2767,0.7184,0.588,19.683,0.1192,0.6316,0.0922,0.0,0.0,1,0.7386,32,CRITICAL,Deepfake Detected
MED-10921,Video,0.0886,0.8679,0.6895,35.693,0.3284,0.7105,0.6375,0.7171,0.7919,1,0.8417,16,CRITICAL,Deepfake Detected
MED-10922,Video,0.1759,0.6851,0.7251,29.801,0.1386,0.7396,0.4077,0.644,0.7046,1,0.745,23,HIGH,Deepfake Detected
MED-10923,Image,0.7695,0.1155,0.1204,9.597,0.7249,0.175,0.2438,0.0,0.0,0,0.1235,93,LOW,Authentic Content
MED-10924,Video,0.307,0.6416,0.742,39.324,0.1365,0.7821,0.3565,0.5237,0.6273,1,0.6864,37,HIGH,Deepfake Detected
MED-10925,Image,0.718,0.1732,0.1863,12.312,0.4281,0.1336,0.0821,0.0,0.0,0,0.0581,94,LOW,Authentic Content
MED-10926,Video,0.0313,0.5557,0.6143,44.366,0.3708,0.8105,0.7319,0.5854,0.61,1,0.7719,20,CRITICAL,Deepfake Detected
MED-10927,Video,0.72,0.1864,0.1953,0.0,0.4357,0.1378,0.1913,0.1256,0.1813,0,0.1104,86,LOW,Authentic Content
MED-10928,Image,0.2099,0.5448,0.6505,19.252,0.1563,0.7408,0.5363,0.0,0.0,1,0.99,5,HIGH,Deepfake Detected
MED-10929,Image,0.7802,0.132,0.1235,8.961,0.5279,0.1185,0.233,0.0,0.0,0,0.0542,92,LOW,Authentic Content
MED-10930,Video,0.3692,0.7589,0.85,19.548,0.1963,0.6208,0.7813,0.787,0.6054,1,0.8873,12,HIGH,Deepfake Detected
MED-10931,Image,0.3322,0.611,0.83,45.5,0.1538,1.0,0.3988,0.0,0.0,1,0.8268,13,HIGH,Deepfake Detected
MED-10932,Video,0.1154,0.6609,0.8567,14.039,0.0955,0.6762,0.6196,0.4559,0.7389,1,0.7876,19,CRITICAL,Deepfake Detected
MED-10933,Image,0.367,0.8071,0.6587,45.434,0.2667,0.6803,0.3357,0.0,0.0,1,0.6536,31,CRITICAL,Deepfake Detected
MED-10934,Video,0.2116,0.7852,0.5922,40.223,0.115,0.7815,0.5969,0.4176,0.7122,1,0.7651,24,HIGH,Deepfake Detected
MED-10935,Image,0.8746,0.2063,0.2079,13.921,0.7831,0.0957,0.2776,0.0,0.0,0,0.2069,83,LOW,Authentic Content
MED-10936,Image,0.7887,0.1432,0.2556,5.485,0.5535,0.1289,0.2702,0.0,0.0,0,0.1195,90,LOW,Authentic Content
MED-10937,Image,0.7754,0.1533,0.1866,5.706,0.3816,0.143,0.2806,0.0,0.0,0,0.0425,94,LOW,Authentic Content
MED-10938,Video,0.2281,0.5193,0.9884,41.788,0.2384,0.5281,0.5577,0.6879,0.4293,1,0.7599,20,CRITICAL,Deepfake Detected
MED-10939,Video,0.9346,0.2522,0.1465,5.663,0.6048,0.0372,0.25,0.1891,0.154,0,0.1183,91,LOW,Authentic Content
MED-10940,Video,0.3552,0.5471,0.8287,26.433,0.1506,0.1568,0.6282,0.5041,0.8667,1,0.889,16,CRITICAL,Deepfake Detected
MED-10941,Image,0.6344,0.1509,0.1829,6.392,0.3242,0.0863,0.3328,0.0,0.0,0,0.1447,82,LOW,Authentic Content
MED-10942,Video,0.0763,0.6156,0.5299,32.05,0.1382,0.5056,0.7394,0.41,0.6787,1,0.7623,22,CRITICAL,Deepfake Detected
MED-10943,Video,0.8165,0.1544,0.0963,0.0,0.6819,0.1632,0.2417,0.0696,0.1457,0,0.0377,97,LOW,Authentic Content
MED-10944,Image,0.0369,0.7051,0.8227,54.901,0.2051,0.5075,0.5867,0.0,0.0,1,0.99,7,CRITICAL,Deepfake Detected
MED-10945,Video,0.0748,0.3907,0.7712,38.893,0.0562,0.7469,0.6436,0.3561,0.9834,1,0.9251,5,CRITICAL,Deepfake Detected
MED-10946,Video,0.7194,0.0994,0.3066,9.748,0.3053,0.0751,0.0572,0.1582,0.1185,0,0.01,99,LOW,Authentic Content
